antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
食品,部分退款,0.2132911662730143,0.3332384275883349,0.07107066053972215,0.3332095828514115,0.9999134411444318,1.0,-6.152327579223016e-06,0.999956740924612,-0.00011002396384608735,0.14947802125246004,-4.326094681649484e-05,0.2732411434425852
食品,已退款,0.2132911662730143,0.33338891296668133,0.07113076403396759,0.33349137367892523,1.0003073308927166,1.0,2.185396481166335e-05,1.0001537275110892,0.0003905339005826662,0.14957599929083193,0.00015370388257400857,0.2734240454582394
服装,部分退款,0.21489780962479915,0.3332384275883349,0.07162621584045452,0.33330361051846136,1.0001956044823468,1.0,1.4007668909105098e-05,1.0000977700361886,0.00024909652668576534,0.15031418569985439,9.776047814319484e-05,0.27412172755903486
服装,已退款,0.21489780962479915,0.33338891296668133,0.07164072637161147,0.33337113345497843,0.9999466703570173,1.0,-3.820778121152446e-06,0.9999733292202075,-6.792601673458313e-05,0.15030174792145903,-2.66714911418945e-05,0.27412874132815623
办公,部分退款,0.04861596163283893,0.3332384275883349,0.01618665669510592,0.3329494295999324,0.9991327591163661,1.0,-1.4049915116141204e-05,0.9995667525053924,-0.0009115167140945411,0.044266024194388,-0.0004334352793565821,0.19076161474162306
办公,已退款,0.04861596163283893,0.33338891296668133,0.016207750658026147,0.3333833192569865,0.999983221668516,1.0,-2.7194357591145413e-07,0.9999916088062953,-1.7635693286965098e-05,0.044308031958770755,-8.391264117317746e-06,0.19099923259755286
电子产品,部分退款,0.21308145699007605,0.3332384275883349,0.07099641345969673,0.33318907455660624,0.9998518987378322,1.0,-1.0516215907613313e-05,0.9999259864680593,-0.000188196509596734,0.1493644176514167,-7.401901034899237e-05,0.27311948695697874
电子产品,已退款,0.21308145699007605,0.33338891296668133,0.07103462434520148,0.3333683998064168,0.9999384707785212,1.0,-4.370974076628453e-06,0.9999692286410385,-7.818877431840263e-05,0.14940951537800173,-3.077230586700153e-05,0.27321837303016633
玩具,部分退款,0.07362455719338806,0.3332384275883349,0.02453734596017558,0.33327665245882365,1.0001147072706031,1.0,2.8142891635128675e-06,1.0000573324312547,0.00012380953666802472,0.0641791799153405,5.732914443540751e-05,0.20345482746210836
玩具,已退款,0.07362455719338806,0.33338891296668133,0.024547415373020076,0.33341341949998965,1.0000735073433913,1.0,1.8042826631717301e-06,1.00003676421642,7.934357611680776e-05,0.06418194520998123,3.676286486230727e-05,0.20352169431949269
运动户外,部分退款,0.047202461059473295,0.3332384275883349,0.01573535165522179,0.33335871270347217,1.0003609581164088,1.0,5.677753463301238e-06,1.0001804345416785,0.0003787036153143571,0.0431453599113897,0.0001804019909279072,0.19028910593718967
运动户外,已退款,0.047202461059473295,0.33338891296668133,0.015733036661593557,0.33330966878550106,0.9997623070891137,1.0,-3.7405203763517247e-06,0.9998811379474546,-0.00024946549738675384,0.04312094599574228,-0.00011887618241235542,0.19025045507730207
家居,部分退款,0.09489720092717384,0.3332384275883349,0.031616574890300196,0.33316656952361995,0.9997843644106864,1.0,-6.819129205491714e-06,0.999892239858665,-0.00023823892092752946,0.07973532318622023,-0.00010777175483438023,0.21402165361847383
家居,已退款,0.09489720092717384,0.33338891296668133,0.031636265826779066,0.33337406707135037,0.9999554697389339,1.0,-1.408833912162899e-06,0.9999777297962804,-4.919889012289363e-05,0.07975867375456341,-2.2270699692427348e-05,0.21413352110069622
汽车用品,已退款,0.046495055127741915,0.33338891296668133,0.015488359642732267,0.3331184273290801,0.9991886783660732,1.0,-1.2576244631532299e-05,0.9995944022916724,-0.000850849848397756,0.04250424341978755,-0.00040576228458036003,0.18978788000636312
汽车用品,部分退款,0.046495055127741915,0.3332384275883349,0.015510791877027322,0.33360089227580236,1.0010877037504067,1.0,1.6852815625658518e-05,1.000543915325315,0.0011395032005492715,0.0425860119843043,0.0005436196422605011,0.19007326012469106
母婴,部分退款,0.04789433117149443,0.3332384275883349,0.015958416670630665,0.3332005329292235,0.9998862836456599,1.0,-1.814939353111944e-06,0.9999431693320365,-0.00011943601174806458,0.04370081583314693,-5.683389787191099e-05,0.19054470886599179
母婴,已退款,0.04789433117149443,0.33338891296668133,0.015969970053749675,0.33344175945512783,1.0001585130350503,1.0,2.5310472189059297e-06,1.0000792826271312,0.0001664604232902703,0.043715821971634455,7.927634189477465e-05,0.19067184125120898
